gid;tag_label
7d8e40e9-8810-39b8-a03c-8b6d155eecb1;heavy metal
123dafe0-128d-3ee6-9e41-f6cc500416db;metal
409f57df-5baa-3f05-aa70-679809d0cd54;pop/rock
409f57df-5baa-3f05-aa70-679809d0cd54;rap-metal
409f57df-5baa-3f05-aa70-679809d0cd54;rap-rock
409f57df-5baa-3f05-aa70-679809d0cd54;hard rock
409f57df-5baa-3f05-aa70-679809d0cd54;heavy metal
123dafe0-128d-3ee6-9e41-f6cc500416db;pop/rock
123dafe0-128d-3ee6-9e41-f6cc500416db;alternative pop/rock
123dafe0-128d-3ee6-9e41-f6cc500416db;alternative/indie rock
123dafe0-128d-3ee6-9e41-f6cc500416db;heavy metal
409f57df-5baa-3f05-aa70-679809d0cd54;country
55e0531e-78d8-3be6-b449-5c49c29e28cb;pop/rock
55e0531e-78d8-3be6-b449-5c49c29e28cb;heavy metal
55e0531e-78d8-3be6-b449-5c49c29e28cb;alternative metal
409f57df-5baa-3f05-aa70-679809d0cd54;country rock
409f57df-5baa-3f05-aa70-679809d0cd54;pop rock
0012557d-c952-3c5b-987a-a6588147797c;pop
409f57df-5baa-3f05-aa70-679809d0cd54;southern rock
123dafe0-128d-3ee6-9e41-f6cc500416db;00s
55e0531e-78d8-3be6-b449-5c49c29e28cb;hair metal
576e89c0-de8c-3d62-b65a-adccdc8c075d;religious
409f57df-5baa-3f05-aa70-679809d0cd54;detroit rock
691840aa-8e8e-3354-afc5-5ecccfe4156e;japanese pop
123dafe0-128d-3ee6-9e41-f6cc500416db;funk metal
55e0531e-78d8-3be6-b449-5c49c29e28cb;progressive metal
00fd2271-ea9d-3f29-939f-adf34797b738;alternative
14c69512-d342-4874-8b28-de532f12003f;soundtrack
00fd2271-ea9d-3f29-939f-adf34797b738;alternative metal
00fd2271-ea9d-3f29-939f-adf34797b738;rock
0052190d-b252-360a-be42-adf589c4cf7e;rock
046ea696-dc8b-35c0-a44b-ddd09997f69f;rock
00bb9f32-cdd2-3d69-bf4c-63f10ba910e4;rock
0013d53a-47cc-3d3c-86f6-76133c59e44c;soul
2856282d-abbc-389c-be77-abd04bfdcf4d;country
00bb9f32-cdd2-3d69-bf4c-63f10ba910e4;alternative and punk
046ea696-dc8b-35c0-a44b-ddd09997f69f;oldies 70 s
1290c188-2a2e-3d5a-a0ca-efcd27086cc4;pop
00fd2271-ea9d-3f29-939f-adf34797b738;hard rock
00bb9f32-cdd2-3d69-bf4c-63f10ba910e4;progressive rock
00fd2271-ea9d-3f29-939f-adf34797b738;metal
00bb9f32-cdd2-3d69-bf4c-63f10ba910e4;art rock
00fd2271-ea9d-3f29-939f-adf34797b738;90s
0052190d-b252-360a-be42-adf589c4cf7e;alternative rock
04b01a15-d289-371a-b3a8-593fe0abeada;recorded-vocal
12383d0a-ddb3-3480-a7df-dfec68e53f14;pop/rock
12383d0a-ddb3-3480-a7df-dfec68e53f14;punk revival
12383d0a-ddb3-3480-a7df-dfec68e53f14;punk rock
12383d0a-ddb3-3480-a7df-dfec68e53f14;punk-pop
12383d0a-ddb3-3480-a7df-dfec68e53f14;alternative/indie rock
0013d53a-47cc-3d3c-86f6-76133c59e44c;ballad
00bb9f32-cdd2-3d69-bf4c-63f10ba910e4;alternative rock
0052190d-b252-360a-be42-adf589c4cf7e;pop/rock
0052190d-b252-360a-be42-adf589c4cf7e;heavy metal
0052190d-b252-360a-be42-adf589c4cf7e;rap-metal
0052190d-b252-360a-be42-adf589c4cf7e;rap-rock
1ff1bea7-04c1-3fdf-9a8f-98a019c5bfde;pop/rock
1ff1bea7-04c1-3fdf-9a8f-98a019c5bfde;post-grunge
1ff1bea7-04c1-3fdf-9a8f-98a019c5bfde;hard rock
1ff1bea7-04c1-3fdf-9a8f-98a019c5bfde;alternative pop/rock
1ff1bea7-04c1-3fdf-9a8f-98a019c5bfde;alternative/indie rock
00bb9f32-cdd2-3d69-bf4c-63f10ba910e4;pop/rock
00bb9f32-cdd2-3d69-bf4c-63f10ba910e4;alternative pop/rock
00bb9f32-cdd2-3d69-bf4c-63f10ba910e4;alternative/indie rock
00bb9f32-cdd2-3d69-bf4c-63f10ba910e4;experimental rock
2856282d-abbc-389c-be77-abd04bfdcf4d;contemporary country
146c7cc2-3fba-34b5-b809-6fa4621af067;pop
f0d7ac9f-ac15-3011-bd20-bdf90c61d81e;pop/rock
f0d7ac9f-ac15-3011-bd20-bdf90c61d81e;alternative metal
f0d7ac9f-ac15-3011-bd20-bdf90c61d81e;heavy metal
f0d7ac9f-ac15-3011-bd20-bdf90c61d81e;post-grunge
0052190d-b252-360a-be42-adf589c4cf7e;alternative metal
12383d0a-ddb3-3480-a7df-dfec68e53f14;pop rock
00fd2271-ea9d-3f29-939f-adf34797b738;nu metal
00fd2271-ea9d-3f29-939f-adf34797b738;system of a down
06847d90-9590-3140-9e54-d5888bba9d3b;electronica dance
0013d53a-47cc-3d3c-86f6-76133c59e44c;funk soul
00bb9f32-cdd2-3d69-bf4c-63f10ba910e4;indie electronic
06847d90-9590-3140-9e54-d5888bba9d3b;top 40
06847d90-9590-3140-9e54-d5888bba9d3b;club-house
146c7cc2-3fba-34b5-b809-6fa4621af067;rock_pop rock_electronic
046ea696-dc8b-35c0-a44b-ddd09997f69f;rock; pop rock; guitar
0052190d-b252-360a-be42-adf589c4cf7e;funk metal
146c7cc2-3fba-34b5-b809-6fa4621af067;pop_british
01ae1741-a634-3c88-aec9-87263ebe4657;indie rock
08496fce-8f54-319b-bec0-24e9fb61aae0;rock
01ae1741-a634-3c88-aec9-87263ebe4657;rock
01ae1741-a634-3c88-aec9-87263ebe4657;alternative
1fec8991-05d6-322f-a48b-c1ffb281c89e;alternative and punk
1fec8991-05d6-322f-a48b-c1ffb281c89e;punk rock
05499ba3-d444-3469-880a-c6cd3c91b57f;folk
01ae1741-a634-3c88-aec9-87263ebe4657;pop
01ae1741-a634-3c88-aec9-87263ebe4657;indie
05499ba3-d444-3469-880a-c6cd3c91b57f;indie
01ae1741-a634-3c88-aec9-87263ebe4657;alternative rock
1edb1434-8113-42c6-9fcd-b8d1643699e1;rock
1e423b74-f7ae-39c6-aa5e-9fb9a3055c39;rock
00ad1bf7-c996-335a-9100-0e01bb671e12;pop/rock
00ad1bf7-c996-335a-9100-0e01bb671e12;arena rock
00ad1bf7-c996-335a-9100-0e01bb671e12;hard rock
00ad1bf7-c996-335a-9100-0e01bb671e12;heavy metal
00ad1bf7-c996-335a-9100-0e01bb671e12;album rock
05b2bc67-ef89-32ef-9d6e-56316c8e702f;pop/rock
05b2bc67-ef89-32ef-9d6e-56316c8e702f;alternative metal
05b2bc67-ef89-32ef-9d6e-56316c8e702f;hard rock
05b2bc67-ef89-32ef-9d6e-56316c8e702f;heavy metal
52534c47-9e2a-4a19-9aa4-f89f8552419e;alternative rock
3ade8b1a-32a2-4d0c-aac0-155a74c9b1f5;country
3ade8b1a-32a2-4d0c-aac0-155a74c9b1f5;contemporary country
1edb1434-8113-42c6-9fcd-b8d1643699e1;pop rock
353d1581-1f61-3abf-89a1-27486187a6c4;pop/rock
353d1581-1f61-3abf-89a1-27486187a6c4;album rock
353d1581-1f61-3abf-89a1-27486187a6c4;contemporary pop/rock
353d1581-1f61-3abf-89a1-27486187a6c4;hard rock
5acc05ea-6edc-3872-ae87-d4f947195a4c;pop/rock
5acc05ea-6edc-3872-ae87-d4f947195a4c;alternative rock
5acc05ea-6edc-3872-ae87-d4f947195a4c;post-grunge
01ae1741-a634-3c88-aec9-87263ebe4657;scottish
01ae1741-a634-3c88-aec9-87263ebe4657;british
05b2bc67-ef89-32ef-9d6e-56316c8e702f;nü metal
01ae1741-a634-3c88-aec9-87263ebe4657;britpop
00ad1bf7-c996-335a-9100-0e01bb671e12;detroit rock
3ade8b1a-32a2-4d0c-aac0-155a74c9b1f5;neo-traditionalist country
0337804b-167e-3d00-9bf3-e4e8098a364d;hip-hop
00abbd2b-1860-3a6b-ad0b-0c86356db1c2;hip-hop
00abbd2b-1860-3a6b-ad0b-0c86356db1c2;hip hop rap
00abbd2b-1860-3a6b-ad0b-0c86356db1c2;rap
00abbd2b-1860-3a6b-ad0b-0c86356db1c2;alternative pop/rock
00abbd2b-1860-3a6b-ad0b-0c86356db1c2;alternative/indie rock
00abbd2b-1860-3a6b-ad0b-0c86356db1c2;old-school rap
00abbd2b-1860-3a6b-ad0b-0c86356db1c2;underground rap
04ea7d09-db93-4901-9cfb-c2013b9e5b80;alternative
0449cbde-4c57-3b83-840a-9e78e4a93008;christmas
0140b092-74f2-3f12-aef4-7b50f38fbe06;album rock
0140b092-74f2-3f12-aef4-7b50f38fbe06;am pop
0140b092-74f2-3f12-aef4-7b50f38fbe06;pop/rock
0140b092-74f2-3f12-aef4-7b50f38fbe06;folk-rock
0140b092-74f2-3f12-aef4-7b50f38fbe06;pop
0140b092-74f2-3f12-aef4-7b50f38fbe06;british psychedelia
0140b092-74f2-3f12-aef4-7b50f38fbe06;british invasion
0140b092-74f2-3f12-aef4-7b50f38fbe06;rock & roll
0140b092-74f2-3f12-aef4-7b50f38fbe06;adult alternative pop rock
0140b092-74f2-3f12-aef4-7b50f38fbe06;contemporary pop/rock
0140b092-74f2-3f12-aef4-7b50f38fbe06;classic rock
0140b092-74f2-3f12-aef4-7b50f38fbe06;rock
0140b092-74f2-3f12-aef4-7b50f38fbe06;pop rock
0140b092-74f2-3f12-aef4-7b50f38fbe06;baroque pop
07dffc85-14ef-30a7-9733-28613042b6a6;soft rock
07dffc85-14ef-30a7-9733-28613042b6a6;pop/rock
07dffc85-14ef-30a7-9733-28613042b6a6;contemporary pop/rock
07dffc85-14ef-30a7-9733-28613042b6a6;album rock
07dffc85-14ef-30a7-9733-28613042b6a6;pop rock
0140b092-74f2-3f12-aef4-7b50f38fbe06;psychedelic rock
00abbd2b-1860-3a6b-ad0b-0c86356db1c2;alternative rap
00abbd2b-1860-3a6b-ad0b-0c86356db1c2;cut-up/dj
00abbd2b-1860-3a6b-ad0b-0c86356db1c2;alternative hip-hop
0140b092-74f2-3f12-aef4-7b50f38fbe06;elenor
0140b092-74f2-3f12-aef4-7b50f38fbe06;psychedelic pop
0140b092-74f2-3f12-aef4-7b50f38fbe06;art pop
07dffc85-14ef-30a7-9733-28613042b6a6;pop; pop rock; adult contemporary; soft rock
16430db3-bf7c-3b0a-888a-6841e7cc1c1d;gospel
0140b092-74f2-3f12-aef4-7b50f38fbe06;psychedelic
0140b092-74f2-3f12-aef4-7b50f38fbe06;mid to late 60's
00abbd2b-1860-3a6b-ad0b-0c86356db1c2;cut-up dj
0140b092-74f2-3f12-aef4-7b50f38fbe06;early pop/rock
0140b092-74f2-3f12-aef4-7b50f38fbe06;merseybeat
0140b092-74f2-3f12-aef4-7b50f38fbe06;beat
0140b092-74f2-3f12-aef4-7b50f38fbe06;beat music
47643c24-f644-307b-87a0-859afbdd050e;country
04730156-1fa0-3dac-b53f-f42c4fbc5caf;adult alternative pop/rock
04730156-1fa0-3dac-b53f-f42c4fbc5caf;alternative and punk
04730156-1fa0-3dac-b53f-f42c4fbc5caf;pop
04730156-1fa0-3dac-b53f-f42c4fbc5caf;alternative
04730156-1fa0-3dac-b53f-f42c4fbc5caf;post grunge
04730156-1fa0-3dac-b53f-f42c4fbc5caf;post-grunge
04730156-1fa0-3dac-b53f-f42c4fbc5caf;pop/rock
04730156-1fa0-3dac-b53f-f42c4fbc5caf;alternative pop/rock
04730156-1fa0-3dac-b53f-f42c4fbc5caf;alternative rock
04730156-1fa0-3dac-b53f-f42c4fbc5caf;alternative/indie rock
0c355ef9-6eb8-329c-af0f-fe6c6499492b;heavy metal
47643c24-f644-307b-87a0-859afbdd050e;contemporary country
47643c24-f644-307b-87a0-859afbdd050e;new traditionalist
0c37dba2-d6d3-4511-9809-fa13d8786842;pop/rock
0c37dba2-d6d3-4511-9809-fa13d8786842;alternative metal
0c37dba2-d6d3-4511-9809-fa13d8786842;heavy metal
0c37dba2-d6d3-4511-9809-fa13d8786842;contemporary pop/rock
0c37dba2-d6d3-4511-9809-fa13d8786842;post-grunge
3dc50abc-1317-3e17-adf8-e2923a664965;pop/rock
3dc50abc-1317-3e17-adf8-e2923a664965;alternative metal
3dc50abc-1317-3e17-adf8-e2923a664965;heavy metal
3dc50abc-1317-3e17-adf8-e2923a664965;rap-metal
150534c6-1ec7-4903-a84e-35dc352cce44;jazz
2deb8f91-8afd-30c9-9da5-aad0e000688c;pop
0c37dba2-d6d3-4511-9809-fa13d8786842;rock
7037d403-0b71-368a-aaa0-5a0d27840df6;reggae
7037d403-0b71-368a-aaa0-5a0d27840df6;electronic
7037d403-0b71-368a-aaa0-5a0d27840df6;club/dance
05608e21-b532-3396-aec2-bf99f29b6f91;college rock
05608e21-b532-3396-aec2-bf99f29b6f91;pop
05608e21-b532-3396-aec2-bf99f29b6f91;alternative
05608e21-b532-3396-aec2-bf99f29b6f91;pop/rock
05608e21-b532-3396-aec2-bf99f29b6f91;electronic
05608e21-b532-3396-aec2-bf99f29b6f91;contemporary pop/rock
05608e21-b532-3396-aec2-bf99f29b6f91;alternative pop/rock
05608e21-b532-3396-aec2-bf99f29b6f91;synth pop
05608e21-b532-3396-aec2-bf99f29b6f91;alternative/indie rock
05608e21-b532-3396-aec2-bf99f29b6f91;new wave
05608e21-b532-3396-aec2-bf99f29b6f91;adult alternative pop/rock
065ae7ad-3941-4b06-886a-3ba4ba61879b;pop/rock
0c37dba2-d6d3-4511-9809-fa13d8786842;country rock
b2581b9a-9a43-35e0-89e1-035a2d0b60f2;industrial
0f0010ff-21be-4ce3-95ff-d3e9b6515c72;rock
0f0010ff-21be-4ce3-95ff-d3e9b6515c72;alternative rock
000223fe-8a76-3e8d-88b3-1f9b5fe818ed;blues
000223fe-8a76-3e8d-88b3-1f9b5fe818ed;contemporary pop/rock
000223fe-8a76-3e8d-88b3-1f9b5fe818ed;blues rock
000223fe-8a76-3e8d-88b3-1f9b5fe818ed;album rock
000223fe-8a76-3e8d-88b3-1f9b5fe818ed;adult contemporary
000223fe-8a76-3e8d-88b3-1f9b5fe818ed;soft rock
000223fe-8a76-3e8d-88b3-1f9b5fe818ed;pop/rock
000223fe-8a76-3e8d-88b3-1f9b5fe818ed;rock
003e419d-8b75-4f7a-bc93-0342ed712df4;soundtrack
003e419d-8b75-4f7a-bc93-0342ed712df4;pop
003e419d-8b75-4f7a-bc93-0342ed712df4;adult contemporary
003e419d-8b75-4f7a-bc93-0342ed712df4;ballad
003e419d-8b75-4f7a-bc93-0342ed712df4;pop rock
003e419d-8b75-4f7a-bc93-0342ed712df4;pop/rock
0039e481-55fd-3c30-94d2-68fa8bebcdd1;salsa
04730156-1fa0-3dac-b53f-f42c4fbc5caf;alternative pop
7037d403-0b71-368a-aaa0-5a0d27840df6;contemporary reggae
7037d403-0b71-368a-aaa0-5a0d27840df6;reggae-pop
05608e21-b532-3396-aec2-bf99f29b6f91;synthpop
003e419d-8b75-4f7a-bc93-0342ed712df4;adam levine
003e419d-8b75-4f7a-bc93-0342ed712df4;teen pop
04730156-1fa0-3dac-b53f-f42c4fbc5caf;ska-punk
05608e21-b532-3396-aec2-bf99f29b6f91;new romantic
003e419d-8b75-4f7a-bc93-0342ed712df4;general pop vocal
003e419d-8b75-4f7a-bc93-0342ed712df4;american idol
04730156-1fa0-3dac-b53f-f42c4fbc5caf;third wave ska revival
47643c24-f644-307b-87a0-859afbdd050e;western swing revival
01d3a4bc-8593-34bd-893b-1108c4c3b936;rock
2087f7bc-d887-371c-b929-7c541b6efb3c;country
059ae151-e4ee-3d07-875a-f6368a27085c;pop
01bbc8a7-aa52-3b50-8ac1-ec82fa274a2d;old school
0ac66e90-30a7-3110-aee2-00fe05e262b0;blues rock
0130911f-4c5d-3e20-8195-b342ff7f529b;pop
0130911f-4c5d-3e20-8195-b342ff7f529b;rock
0130911f-4c5d-3e20-8195-b342ff7f529b;new wave
4e47471a-d07d-3d7e-954f-921f2530f872;pop
08b3bd5b-1b10-3708-9780-af502d4baafe;hard rock
08b3bd5b-1b10-3708-9780-af502d4baafe;rock
2087f7bc-d887-371c-b929-7c541b6efb3c;contemporary country
4e47471a-d07d-3d7e-954f-921f2530f872;r b
01d3a4bc-8593-34bd-893b-1108c4c3b936;punk/new wave
4e47471a-d07d-3d7e-954f-921f2530f872;r&b
08be5f26-58a7-49e3-a9d9-bb144d03a3db;pop/rock
08be5f26-58a7-49e3-a9d9-bb144d03a3db;traditional country
08be5f26-58a7-49e3-a9d9-bb144d03a3db;country
62330c23-7711-3e2f-b174-b89200380ad5;folk
01bbc8a7-aa52-3b50-8ac1-ec82fa274a2d;philly soul
01bbc8a7-aa52-3b50-8ac1-ec82fa274a2d;smooth soul
01bbc8a7-aa52-3b50-8ac1-ec82fa274a2d;soul
01bbc8a7-aa52-3b50-8ac1-ec82fa274a2d;r&b
1d32da91-fa23-3e3f-8dcf-e0186d2b9307;pop
10b93425-9dae-399d-8536-4a785d709665;pop
4e47471a-d07d-3d7e-954f-921f2530f872;contemporary r&b
0314ed50-da9a-31ab-a83b-f5a4006f1185;pop/rock
0314ed50-da9a-31ab-a83b-f5a4006f1185;soundtrack
0314ed50-da9a-31ab-a83b-f5a4006f1185;pop
0314ed50-da9a-31ab-a83b-f5a4006f1185;adult contemporary
15587ec0-a3ee-3390-a801-92b1ea796002;electronica
0314ed50-da9a-31ab-a83b-f5a4006f1185;teen pop
0314ed50-da9a-31ab-a83b-f5a4006f1185;american idol
2087f7bc-d887-371c-b929-7c541b6efb3c;neo-traditionalist country
08be5f26-58a7-49e3-a9d9-bb144d03a3db;progressive country
01d3a4bc-8593-34bd-893b-1108c4c3b936;classic london punk
01bbc8a7-aa52-3b50-8ac1-ec82fa274a2d;pop-soul
15587ec0-a3ee-3390-a801-92b1ea796002;dance dj
0314ed50-da9a-31ab-a83b-f5a4006f1185;romantico
6023ebe3-3f15-44c4-a30d-1b8539dfe734;country
037e0cb8-348a-3367-911f-d0a95e5acf2e;country
1fa4b133-b8e2-37af-90b2-b511b6c1cc7a;rock
1141d292-ebbc-30b6-89d6-2d00f4f15bd9;soundtrack
1141d292-ebbc-30b6-89d6-2d00f4f15bd9;alternative rock
037e0cb8-348a-3367-911f-d0a95e5acf2e;sound clip
1141d292-ebbc-30b6-89d6-2d00f4f15bd9;folk
037e0cb8-348a-3367-911f-d0a95e5acf2e;folk
037e0cb8-348a-3367-911f-d0a95e5acf2e;contemporary country
037e0cb8-348a-3367-911f-d0a95e5acf2e;country-pop
037e0cb8-348a-3367-911f-d0a95e5acf2e;new traditionalist
10eca539-901f-3ac6-97ee-5531861ba4b5;rock
017bddc2-6a52-3816-acd2-142e22957f9d;heavy metal
017bddc2-6a52-3816-acd2-142e22957f9d;hard rock
017bddc2-6a52-3816-acd2-142e22957f9d;alternative metal
017bddc2-6a52-3816-acd2-142e22957f9d;rap-metal
017bddc2-6a52-3816-acd2-142e22957f9d;rock
1141d292-ebbc-30b6-89d6-2d00f4f15bd9;country rock
6023ebe3-3f15-44c4-a30d-1b8539dfe734;contemporary country
6023ebe3-3f15-44c4-a30d-1b8539dfe734;new traditionalist
10f44d78-d590-4691-8f29-00f120f98d3d;soft rock
10f44d78-d590-4691-8f29-00f120f98d3d;folk-rock
1fa4b133-b8e2-37af-90b2-b511b6c1cc7a;hardcore punk
0282adf5-a5ea-3862-b51f-ed35461298a9;electronic
017bddc2-6a52-3816-acd2-142e22957f9d;pop/rock
02f448d9-4081-38ae-adfe-973dd00e5d1d;house
02f448d9-4081-38ae-adfe-973dd00e5d1d;trance
0282adf5-a5ea-3862-b51f-ed35461298a9;electronica dance
0282adf5-a5ea-3862-b51f-ed35461298a9;indie electronic
017bddc2-6a52-3816-acd2-142e22957f9d;rock_heavy metal_hard rock
02f448d9-4081-38ae-adfe-973dd00e5d1d;top 40
06795db7-95ef-3a46-8de0-4940150664df;alternative
12d0963d-5ddd-3bca-a36d-8d5e7c97dc1c;rock
12d0963d-5ddd-3bca-a36d-8d5e7c97dc1c;classic rock
12d0963d-5ddd-3bca-a36d-8d5e7c97dc1c;pop rock
4b5abe61-fa4d-4890-97de-d309d82caf8c;rock
12d0963d-5ddd-3bca-a36d-8d5e7c97dc1c;album rock
12d0963d-5ddd-3bca-a36d-8d5e7c97dc1c;pop/rock
12d0963d-5ddd-3bca-a36d-8d5e7c97dc1c;contemporary pop/rock
12d0963d-5ddd-3bca-a36d-8d5e7c97dc1c;bar band
00a5cc78-161c-39a9-9c82-b6f7486feee3;country
00a5cc78-161c-39a9-9c82-b6f7486feee3;traditional country
00a5cc78-161c-39a9-9c82-b6f7486feee3;country boogie
4b5abe61-fa4d-4890-97de-d309d82caf8c;pop rock
12d0963d-5ddd-3bca-a36d-8d5e7c97dc1c;rock & roll
00a5cc78-161c-39a9-9c82-b6f7486feee3;nashville
12d0963d-5ddd-3bca-a36d-8d5e7c97dc1c;heartland rock
00a5cc78-161c-39a9-9c82-b6f7486feee3;oldies
12d0963d-5ddd-3bca-a36d-8d5e7c97dc1c;roots rock
00a5cc78-161c-39a9-9c82-b6f7486feee3;sound/countrypolitan
d7bf7d06-a89d-31d6-baf9-7713922f9418;country
004d97d8-a5b9-44e8-b0d4-dbf0c4c82897;r b
04a0208c-5d79-4269-9583-66d8cddb09e3;rock
04e8b5b7-7e28-436c-93e6-f8b72de6ee0b;pop/rock
04e8b5b7-7e28-436c-93e6-f8b72de6ee0b;pop
04e8b5b7-7e28-436c-93e6-f8b72de6ee0b;contemporary pop/rock
004d97d8-a5b9-44e8-b0d4-dbf0c4c82897;adult contemporary
0289c39f-f6d9-3773-91e6-8975a5a86c44;pop/rock
08780e1a-12fb-3904-87f5-65eb14bbf6b7;rock
004d97d8-a5b9-44e8-b0d4-dbf0c4c82897;r&b
004d97d8-a5b9-44e8-b0d4-dbf0c4c82897;dance-pop
004d97d8-a5b9-44e8-b0d4-dbf0c4c82897;contemporary r&b
004d97d8-a5b9-44e8-b0d4-dbf0c4c82897;pop
0199ab2e-8c42-37b7-a4d7-f67866db7c23;contemporary pop/rock
0199ab2e-8c42-37b7-a4d7-f67866db7c23;adult alternative pop/rock
0199ab2e-8c42-37b7-a4d7-f67866db7c23;alternative pop/rock
0199ab2e-8c42-37b7-a4d7-f67866db7c23;college rock
0199ab2e-8c42-37b7-a4d7-f67866db7c23;punk/new wave
0199ab2e-8c42-37b7-a4d7-f67866db7c23;alternative/indie rock
0199ab2e-8c42-37b7-a4d7-f67866db7c23;new wave
0199ab2e-8c42-37b7-a4d7-f67866db7c23;pop/rock
02be80cb-a8b4-46c2-998a-e0545f7b2a6e;blues rock
0199ab2e-8c42-37b7-a4d7-f67866db7c23;rock
126aa09d-73b0-378d-9a54-372daac655c6;indie
126aa09d-73b0-378d-9a54-372daac655c6;alternative pop/rock
126aa09d-73b0-378d-9a54-372daac655c6;rock
126aa09d-73b0-378d-9a54-372daac655c6;indie rock
126aa09d-73b0-378d-9a54-372daac655c6;pop rock
00f2a39a-4623-4f8d-acf6-e6edcfbbc0c0;soundtrack
00f2a39a-4623-4f8d-acf6-e6edcfbbc0c0;brit pop
00f2a39a-4623-4f8d-acf6-e6edcfbbc0c0;alternative and punk
00f2a39a-4623-4f8d-acf6-e6edcfbbc0c0;pop rock
00f2a39a-4623-4f8d-acf6-e6edcfbbc0c0;rock
00f2a39a-4623-4f8d-acf6-e6edcfbbc0c0;folk rock
00f2a39a-4623-4f8d-acf6-e6edcfbbc0c0;alternative rock
368457c5-f02e-3c02-b3f9-3de24716da99;pop/rock
368457c5-f02e-3c02-b3f9-3de24716da99;contemporary pop/rock
368457c5-f02e-3c02-b3f9-3de24716da99;adult alternative pop/rock
368457c5-f02e-3c02-b3f9-3de24716da99;rock
368457c5-f02e-3c02-b3f9-3de24716da99;hard rock
368457c5-f02e-3c02-b3f9-3de24716da99;post-grunge
368457c5-f02e-3c02-b3f9-3de24716da99;alternative/indie rock
04e8b5b7-7e28-436c-93e6-f8b72de6ee0b;euro-pop
00f2a39a-4623-4f8d-acf6-e6edcfbbc0c0;alt-rock
126aa09d-73b0-378d-9a54-372daac655c6;garage rock
00f2a39a-4623-4f8d-acf6-e6edcfbbc0c0;alt rock
00f2a39a-4623-4f8d-acf6-e6edcfbbc0c0;poprock
00f2a39a-4623-4f8d-acf6-e6edcfbbc0c0;alternative punk
26355800-10f7-33d2-bbf3-b706735c34c8;gospel religious
12a36694-fa1b-302b-a7f0-8aaf7a5e8990;dubstep
126aa09d-73b0-378d-9a54-372daac655c6;post-punk
00f2a39a-4623-4f8d-acf6-e6edcfbbc0c0;rock and indie
0359b0ce-779c-3172-b64a-39dd0c08a302;soft rock
09f9b1fc-e91b-31f2-8b92-23d14a515cf2;thrash
85638d1d-99eb-3891-87ec-a54fa2be389a;rock
09f9b1fc-e91b-31f2-8b92-23d14a515cf2;rock
89b1833c-2f22-32e5-9a3c-70994b2c349e;indie rock
0d1c4849-8f77-31ae-b4dc-ac1618af673f;country
02101784-f3a7-4e77-812c-b861750edab1;pop
02101784-f3a7-4e77-812c-b861750edab1;disco
02101784-f3a7-4e77-812c-b861750edab1;pop rock
09f9b1fc-e91b-31f2-8b92-23d14a515cf2;pop/rock
09f9b1fc-e91b-31f2-8b92-23d14a515cf2;black metal
09f9b1fc-e91b-31f2-8b92-23d14a515cf2;heavy metal
004cdfd7-1b97-316d-9e77-e3184d03d421;alternative and punk
004cdfd7-1b97-316d-9e77-e3184d03d421;punk rock
004cdfd7-1b97-316d-9e77-e3184d03d421;hard rock
004cdfd7-1b97-316d-9e77-e3184d03d421;punk-pop
004cdfd7-1b97-316d-9e77-e3184d03d421;alternative/indie rock
004cdfd7-1b97-316d-9e77-e3184d03d421;punk revival
004cdfd7-1b97-316d-9e77-e3184d03d421;post-grunge
004cdfd7-1b97-316d-9e77-e3184d03d421;rock
004cdfd7-1b97-316d-9e77-e3184d03d421;pop/rock
004cdfd7-1b97-316d-9e77-e3184d03d421;alternative pop/rock
2d2eed84-fff9-4231-baf1-5925a6564773;pop
2d2eed84-fff9-4231-baf1-5925a6564773;pop soul
2d2eed84-fff9-4231-baf1-5925a6564773;contemporary r&b
09f9b1fc-e91b-31f2-8b92-23d14a515cf2;thrash metal
09f9b1fc-e91b-31f2-8b92-23d14a515cf2;speed/thrash metal
2d2eed84-fff9-4231-baf1-5925a6564773;7567876285
09f9b1fc-e91b-31f2-8b92-23d14a515cf2;00s
0d1c4849-8f77-31ae-b4dc-ac1618af673f;bluegrass
15a3a92a-432a-4577-8eeb-7b82ab8f41ea;rock
755ff5e7-e05f-3edd-8239-1981e5f64042;indie
001e6f47-88b1-3c3a-bb90-962eec67b270;country
001e6f47-88b1-3c3a-bb90-962eec67b270;ballad
001e6f47-88b1-3c3a-bb90-962eec67b270;unknown
001e6f47-88b1-3c3a-bb90-962eec67b270;folk
5c6e5940-149f-3288-a51b-6a9bc7247847;progressive rock
0897678f-542f-32e1-b4b3-f13bc007da3b;rock
1f0fffc9-a184-303c-b9b3-c3cc88f8c7ed;punk/new wave
1f0fffc9-a184-303c-b9b3-c3cc88f8c7ed;new wave
1f0fffc9-a184-303c-b9b3-c3cc88f8c7ed;pop
1f0fffc9-a184-303c-b9b3-c3cc88f8c7ed;album rock
1f0fffc9-a184-303c-b9b3-c3cc88f8c7ed;rock
1f0fffc9-a184-303c-b9b3-c3cc88f8c7ed;pop/rock
1f0fffc9-a184-303c-b9b3-c3cc88f8c7ed;contemporary pop/rock
0203ac2e-9ec3-4795-8506-4957e958edb0;pop
0203ac2e-9ec3-4795-8506-4957e958edb0;hip-hop
0203ac2e-9ec3-4795-8506-4957e958edb0;hip hop
39c9a04c-ab65-3ff8-bf79-7283d60f1069;indie rock
1a6a9695-129d-332f-af32-296449127a99;jazz vocals
